pk,jsondata,key,description,sentence_pk,source_pk,version
6589,,737,378,12142,661,1
6590,,737,361,12143,661,1
6591,,786,,12145,705,1
6592,,784,s.v. albérka,12146,703,1
6593,,1407,48,12147,1175,1
6594,,784,s.v. ki,12148,703,1
6595,,901,55,12156,807,1
6596,,901,57,12157,807,1
6597,,218,,12161,201,1
6598,,221,244,12162,203,1
6599,,218,,12163,201,1
6600,,221,243,12164,203,1
6601,,122,110,12165,110,1
6602,,122,111,12167,110,1
6603,,906,46,12168,812,1
6604,,1446,376,12171,1214,1
6605,,426,73,12173,391,1
6606,,755,,12176,678,1
6607,,353,177,12177,321,1
6608,,353,177,12178,321,1
6609,,1514,xxvi,12179,1273,1
6610,,367,111,12180,334,1
6611,,1505,338,12181,1265,1
6612,,134,194,12182,121,1
6613,,850,306,12183,764,1
6614,,134,193,12184,121,1
6615,,722,227,12186,646,1
6616,,722,227,12187,646,1
6617,,722,225,12188,646,1
6618,,722,226,12189,646,1
6619,,1048,163,12190,949,1
6620,,1048,163,12191,949,1
6621,,1048,163,12192,949,1
6622,,229,46,12193,211,1
6623,,110,16,12194,98,1
6624,,854,239,12195,768,1
6625,,158,170,12196,144,1
6626,,158,112ff.,12197,144,1
6627,,423,,12199,388,1
6628,,423,153,12200,388,1
6629,,1320,71,12204,1106,1
6630,,837,6,12212,753,1
6631,,650,44,12213,583,1
6632,,857,367,12216,771,1
6633,,708,116,12218,633,1
6634,,708,339,12219,633,1
6635,,1528,309,12221,1286,1
6636,,583,,12225,517,1
6637,,1038,393,12226,941,1
6638,,522,,12227,464,1
6639,,789,171,12228,708,1
6640,,1355,78,12229,1136,1
6641,,1355,177,12230,1136,1
6642,,1609,42,12233,1361,1
6643,,661,101,12237,594,1
6644,,438,,12247,401,1
6645,,439,235,12249,402,1
6646,,432,37,12250,395,1
6647,,357,890,12257,325,1
6648,,462,35-46,12263,419,1
6649,,462,35-46,12264,419,1
6650,,462,35-46,12265,419,1
6651,,97,,12266,89,1
6652,,97,,12267,89,1
6653,,1634,488,12269,1368,1
6654,,737,196,12276,661,1
6655,,737,375,12277,661,1
6656,,786,,12280,705,1
6657,,784,s.v. jis,12281,703,1
6658,,905,54,12290,811,1
6659,,905,54,12291,811,1
6660,,1031,86,12298,934,1
6661,,453,"27 June 2009, p.6",12299,413,1
6662,,755,,12300,678,1
6663,,453,"20 June 2009, p.2",12301,413,1
6664,,453,"20 June 2009, p.7",12302,413,1
6665,,453,"16 July 2009, p.9",12303,413,1
6666,,371,55,12305,336,1
6667,,371,55,12306,336,1
6668,,371,55,12307,336,1
6669,,371,55,12308,336,1
6670,,722,229,12312,646,1
6671,,229,142,12313,211,1
6672,,229,189,12314,211,1
6673,,14,,12326,12,1
6674,,874,190,12327,785,1
6675,,874,251,12328,785,1
6676,,708,386,12331,633,1
6677,,1038,393,12335,941,1
6678,,522,,12336,464,1
6679,,789,44,12337,708,1
6680,,522,,12338,464,1
6681,,1437,art.13,12339,1205,1
6682,,1576,91,12340,1328,1
6683,,1218,40,12341,1017,1
6684,,1587,25,12342,1339,1
6685,,1587,37,12343,1339,1
6686,,568,157,12347,504,1
6687,,1281,"160, line 495",12348,1072,1
6688,,1591,24,12350,1343,1
6689,,1244,A14,12353,1039,1
6690,,1244,A18,12354,1039,1
6691,,441,48,12357,404,1
6692,,445,235,12358,408,1
6693,,113,122,12360,101,1
6694,,1054,,12364,953,1
6695,,1054,,12365,953,1
6696,,1054,,12366,953,1
6697,,357,14,12371,325,1
6698,,1500,267,12372,1262,1
6699,,357,26,12373,325,1
6700,,357,20,12374,325,1
6701,,656,188,12378,589,1
6702,,462,7,12380,419,1
6703,,462,7,12381,419,1
6704,,125,44,12382,113,1
6705,,97,,12383,89,1
6706,,97,,12384,89,1
6707,,1489,VI.57,12387,1253,1
6708,,838,144,12388,754,1
6709,,820,50,12390,738,1
6710,,584,"15 year old boy, West Sepik",12391,518,1
6711,,584,"17 year old girl, Eastern Highlands",12392,518,1
6712,,546,,12396,484,1
6713,,1545,117,12398,1298,1
6714,,1545,103,12399,1298,1
6715,,355,26,12400,323,1
6716,,355,32,12401,323,1
6717,,1526,71,12402,1284,1
6718,,737,333,12403,661,1
6719,,737,403,12404,661,1
6720,,737,405,12405,661,1
6721,,737,332,12406,661,1
6722,,784,s.v. algen,12409,703,1
6723,,1407,221,12410,1175,1
6724,,126,,12411,114,1
6725,,61,,12412,57,1
6726,,61,,12413,57,1
6727,,1456,,12415,1224,1
6728,,1456,,12416,1224,1
6729,,901,116,12423,807,1
6730,,901,116,12424,807,1
6731,,901,112,12425,807,1
6732,,901,112,12426,807,1
6733,,905,161,12427,811,1
6734,,580,112,12428,514,1
6735,,221,232,12431,203,1
6736,,265,183,12432,239,1
6737,,265,183,12433,239,1
6738,,1419,162,12435,1187,1
6739,,1416,3261,12436,1184,1
6740,,1416,5273,12437,1184,1
6741,,1416,5243,12438,1184,1
6742,,122,202,12439,110,1
6743,,122,200,12440,110,1
6744,,906,104,12441,812,1
6745,,906,106,12442,812,1
6746,,453,"16 July 2009, p.4",12447,413,1
6747,,453,"10 July 2009, p.3",12448,413,1
6748,,453,"10 July 2009, p.10",12449,413,1
6749,,1529,206,12450,1287,1
6750,,371,22,12453,336,1
6751,,371,34,12454,336,1
6752,,1505,172,12455,1265,1
6753,,1505,338,12456,1265,1
6754,,854,86,12458,768,1
6755,,854,81,12459,768,1
6756,,850,349,12460,764,1
6757,,850,348,12461,764,1
6758,,1048,368,12464,949,1
6759,,1048,398,12465,949,1
6760,,1048,388,12466,949,1
6761,,722,368,12467,646,1
6762,,722,367,12468,646,1
6763,,110,37,12469,98,1
6764,,110,16,12470,98,1
6765,,158,230,12473,144,1
6766,,158,252,12474,144,1
6767,,423,227,12480,388,1
6768,,423,219,12481,388,1
6769,,1326,,12485,1111,1
6770,,1326,,12486,1111,1
6771,,1320,212,12490,1106,1
6772,,857,369,12495,771,1
6773,,857,369,12496,771,1
6774,,973,470,12497,877,1
6775,,973,469,12498,877,1
6776,,874,192,12499,785,1
6777,,458,230,12501,415,1
6778,,458,230,12502,415,1
6779,,708,385,12504,633,1
6780,,1528,291,12505,1286,1
6781,,1528,307,12506,1286,1
6782,,1528,307,12507,1286,1
6783,,8,,12511,7,1
6784,,1038,390,12512,941,1
6785,,1038,400,12513,941,1
6786,,522,,12515,464,1
6787,,522,,12516,464,1
6788,,789,17,12517,708,1
6789,,789,234,12518,708,1
6790,,1442,224,12519,1210,1
6791,,1576,121,12520,1328,1
6792,,1218,47,12521,1017,1
6793,,1587,73,12522,1339,1
6794,,1539,155,12524,1293,1
6795,,568,157,12526,504,1
6796,,1281,"223, line 1090",12527,1072,1
6797,,445,235,12535,408,1
6798,,432,46,12536,395,1
6799,,1054,,12539,953,1
6800,,1054,,12540,953,1
6801,,1054,,12541,953,1
6802,,634,176,12543,568,1
6803,,634,176,12544,568,1
6804,,634,176,12545,568,1
6805,,357,731,12548,325,1
6806,,330,128,12549,302,1
6807,,656,189,12553,589,1
6808,,462,213,12554,419,1
6809,,97,,12555,89,1
6810,,1489,VI.11,12557,1253,1
6811,,820,51,12558,738,1
6812,,1568,58,12559,1320,1
6813,,1425,"160, ENB F19",12560,1193,1
6814,,584,Rabhi6\Michelle\enb\f16\islan\enbp,12561,518,1
6815,,942,,12563,846,1
6816,,983,96,12565,887,1
6817,,355,57,12568,323,1
6818,,355,38,12569,323,1
6819,,737,337,12570,661,1
6820,,737,337,12571,661,1
6821,,737,323,12572,661,1
6822,,786,,12575,705,1
6823,,784,s.v. algen,12576,703,1
6824,,839,,12577,755,1
6825,,839,,12578,755,1
6826,,1456,,12579,1224,1
6827,,1456,,12580,1224,1
6828,,901,114,12587,807,1
6829,,901,164f.,12588,807,1
6830,,580,124,12590,514,1
6831,,315,,12591,287,1
6832,,221,135,12593,203,1
6833,,265,183,12596,239,1
6834,,1416,1381,12597,1184,1
6835,,1416,2340,12598,1184,1
6836,,1416,5312,12599,1184,1
6837,,1416,2086-31,12600,1184,1
6838,,1416,2350,12601,1184,1
6839,,1416,2353,12602,1184,1
6840,,122,201,12603,110,1
6841,,906,54,12604,812,1
6842,,453,"16 July 2009,p.4",12610,413,1
6843,,453,"16 July 2009, p.4",12611,413,1
6844,,453,"22 June 2009, p.7",12612,413,1
6845,,371,54,12614,336,1
6846,,381,12,12616,346,1
6847,,854,136,12618,768,1
6848,,1049,31,12621,950,1
6849,,722,436,12622,646,1
6850,,722,466,12623,646,1
6851,,722,503,12624,646,1
6852,,110,75,12626,98,1
6853,,760,,12628,683,1
6854,,158,192,12629,144,1
6855,,158,192,12630,144,1
6856,,158,258f.,12631,144,1
6857,,158,192,12634,144,1
6858,,158,204,12635,144,1
6859,,423,199,12638,388,1
6860,,1320,143,12639,1106,1
6861,,1320,142,12640,1106,1
6862,,1320,212,12641,1106,1
6863,,1320,212,12642,1106,1
6864,,1574,282,12646,1326,1
6865,,856,48,12647,770,1
6866,,874,193,12648,785,1
6867,,973,470,12649,877,1
6868,,1567,119,12650,1319,1
6869,,458,12,12652,415,1
6870,,1045,249,12653,946,1
6871,,708,399,12655,633,1
6872,,8,,12661,7,1
6873,,1033,69,12662,936,1
6874,,1033,69,12663,936,1
6875,,154,211,12665,141,1
6876,,522,,12666,464,1
6877,,789,333,12667,708,1
6878,,1442,231,12668,1210,1
6879,,1357,165,12669,1138,1
6880,,1527,64,12670,1285,1
6881,,1218,97,12671,1017,1
6882,,1539,18,12674,1293,1
6883,,284,,12675,256,1
6884,,438,,12680,401,1
6885,,1054,,12682,953,1
6886,,357,8,12683,325,1
6887,,656,212,12686,589,1
6888,,462,211,12687,419,1
6889,,462,211,12688,419,1
6890,,63,439,12689,59,1
6891,,97,,12690,89,1
6892,,125,39,12691,113,1
6893,,97,,12692,89,1
6894,,1634,519,12693,1368,1
6895,,1489,VI.49,12695,1253,1
6896,,820,50,12696,738,1
6897,,584,SHP M15,12697,518,1
6898,,942,,12698,846,1
6899,,1545,132,12703,1298,1
6900,,737,348,12704,661,1
6901,,737,348,12705,661,1
6902,,784,s.v. kunpádri,12707,703,1
6903,,270,,12708,242,1
6904,,1456,,12709,1224,1
6905,,905,163,12718,811,1
6906,,905,163,12719,811,1
6907,,905,,12720,811,1
6908,,221,232-3,12722,203,1
6909,,1416,5498,12724,1184,1
6910,,1416,5343,12725,1184,1
6911,,1416,5218,12726,1184,1
6912,,906,103,12728,812,1
6913,,426,4,12729,391,1
6914,,453,"1 July 2009, p.1",12732,413,1
6915,,473,"vol. 6, p. 121",12736,430,1
6916,,1048,231,12741,949,1
6917,,1049,27,12742,950,1
6918,,110,13,12743,98,1
6919,,423,113,12747,388,1
6920,,172,341B,12754,157,1
6921,,1273,,12755,1064,1
6922,,1273,,12756,1064,1
6923,,857,299,12759,771,1
6924,,874,170,12760,785,1
6925,,874,129,12761,785,1
6926,,1491,428,12762,1255,1
6927,,1491,425,12763,1255,1
6928,,458,230,12764,415,1
6929,,60,22,12765,56,1
6930,,708,399,12766,633,1
6931,,1178,634,12767,984,1
6932,,1038,387,12770,941,1
6933,,154,211,12772,141,1
6934,,522,,12773,464,1
6935,,789,205,12774,708,1
6936,,789,265,12775,708,1
6937,,1442,225,12776,1210,1
6938,,1442,230,12777,1210,1
6939,,1442,228,12778,1210,1
6940,,1357,65,12779,1138,1
6941,,1527,65,12780,1285,1
6942,,199,138,12784,182,1
6943,,661,513,12786,594,1
6944,,284,,12787,256,1
6945,,1244,A13,12794,1039,1
6946,,438,,12798,401,1
6947,,113,103,12800,101,1
6948,,1054,,12804,953,1
6949,,1054,,12808,953,1
6950,,357,13,12813,325,1
6951,,357,144,12814,325,1
6952,,518,,12817,460,1
6953,,656,189,12818,589,1
6954,,462,213,12820,419,1
6955,,462,213,12821,419,1
6956,,97,,12822,89,1
6957,,97,,12823,89,1
6958,,97,,12824,89,1
6959,,1634,437,12825,1368,1
6960,,1634,577,12826,1368,1
6961,,1489,VI.79,12827,1253,1
6962,,1489,VI.23,12828,1253,1
6963,,1264,21,12829,1057,1
6964,,584,"15 year old girl, West new Britain",12832,518,1
6965,,584,"16 year old girl, Manus",12833,518,1
6966,,942,,12834,846,1
6967,,942,,12835,846,1
6968,,1635,41-2,12839,1369,1
6969,,1545,98,12840,1298,1
6970,,355,42,12841,323,1
6971,,737,324,12842,661,1
6972,,737,351,12843,661,1
6973,,737,336,12844,661,1
6974,,737,604,12845,661,1
6975,,737,604,12846,661,1
6976,,1407,213,12849,1175,1
6977,,1407,109,12850,1175,1
6978,,425,,12851,390,1
6979,,1456,,12854,1224,1
6980,,1456,,12855,1224,1
6981,,901,114,12862,807,1
6982,,221,145,12868,203,1
6983,,218,,12869,201,1
6984,,1416,1685,12871,1184,1
6985,,1416,1617,12872,1184,1
6986,,1416,2528,12873,1184,1
6987,,1416,4163,12874,1184,1
6988,,898,178,12884,804,1
6989,,898,176,12885,804,1
6990,,453,"25 June 2009, p.3",12886,413,1
6991,,453,"3 July 2009, p.5",12887,413,1
6992,,473,"vol. 6, p. 61",12891,430,1
6993,,371,32,12892,336,1
6994,,1505,532,12894,1265,1
6995,,1048,231,12901,949,1
6996,,1048,368,12902,949,1
6997,,1048,347,12903,949,1
6998,,236,379,12904,218,1
6999,,110,19,12905,98,1
7000,,110,21,12906,98,1
7001,,110,44,12907,98,1
7002,,954,119,12910,858,1
7003,,158,196,12914,144,1
7004,,1320,212,12920,1106,1
7005,,1326,,12923,1111,1
7006,,1320,123,12924,1106,1
7007,,988,128,12932,891,1
7008,,857,297,12933,771,1
7009,,857,369,12935,771,1
7010,,857,361,12936,771,1
7011,,1491,426,12937,1255,1
7012,,973,465,12938,877,1
7013,,1491,428,12939,1255,1
7014,,874,241,12940,785,1
7015,,874,192,12941,785,1
7016,,60,287,12942,56,1
7017,,60,276,12943,56,1
7018,,708,499,12947,633,1
7019,,1528,275,12948,1286,1
7020,,8,,12952,7,1
7021,,1038,390,12955,941,1
7022,,789,322,12959,708,1
7023,,789,147,12960,708,1
7024,,789,21,12961,708,1
7025,,1442,231,12962,1210,1
7026,,1442,218,12963,1210,1
7027,,1585,23,12964,1337,1
7028,,1605,405,12965,1357,1
7029,,1605,424,12966,1357,1
7030,,354,300,12967,322,1
7031,,113,128,12969,101,1
7032,,636,235,12972,569,1
7033,,737,437,12973,661,1
7034,,737,441,12974,661,1
7035,,784,s.v. ki,12975,703,1
7036,,1416,5314,12976,1184,1
7037,,371,46,12977,336,1
7038,,371,46,12978,336,1
7039,,1211,,12981,1010,1
7040,,1326,,12982,1111,1
7041,,1326,,12984,1111,1
7042,,708,394,12986,633,1
7043,,625,122,12989,559,1
7044,,1605,406,12990,1357,1
7045,,1606,77,12991,1358,1
7046,,568,104,12994,504,1
7047,,1431,71,12995,1199,1
7048,,1431,71,12996,1199,1
7049,,1248,6,12997,1043,1
7050,,1248,6,12998,1043,1
7051,,1248,8,12999,1043,1
7052,,432,36,13001,395,1
7053,,438,,13002,401,1
7054,,113,101,13003,101,1
7055,,1054,,13005,953,1
7056,,1054,,13006,953,1
7057,,1054,,13007,953,1
7058,,1054,,13008,953,1
7059,,1054,,13009,953,1
7060,,634,143,13010,568,1
7061,,1500,264,13013,1262,1
7062,,1500,260,13014,1262,1
7063,,1500,260,13015,1262,1
7064,,1500,262,13016,1262,1
7065,,1500,262,13017,1262,1
7066,,462,89,13021,419,1
7067,,462,89,13022,419,1
7068,,352,141,13023,320,1
7069,,1634,256,13024,1368,1
7070,,1634,258,13025,1368,1
7071,,1489,IV.47,13026,1253,1
7072,,529,89,13027,470,1
7073,,584,"16 year old girl, Western Highlands",13028,518,1
7074,,355,64,13035,323,1
7075,,750,26,13036,674,1
7076,,738,239,13037,662,1
7077,,1407,134,13042,1175,1
7078,,57,,13043,53,1
7079,,1456,,13044,1224,1
7080,,593,175,13048,527,1
7081,,593,174,13049,527,1
7082,,901,58,13050,807,1
7083,,905,133,13051,811,1
7084,,221,210,13054,203,1
7085,,221,210,13055,203,1
7086,,265,175-76,13056,239,1
7087,,1416,5394,13057,1184,1
7088,,906,88,13059,812,1
7089,,1024,90,13063,927,1
7090,,453,"20 June 2009, p.7",13064,413,1
7091,,1359,286,13065,1140,1
7092,,371,9,13069,336,1
7093,,371,33,13070,336,1
7094,,1211,,13073,1010,1
7095,,1048,320,13074,949,1
7096,,110,56,13076,98,1
7097,,110,75,13077,98,1
7098,,766,,13079,689,1
7099,,857,376,13094,771,1
7100,,857,218,13095,771,1
7101,,874,114,13096,785,1
7102,,874,200,13097,785,1
7103,,60,22,13098,56,1
7104,,708,137,13101,633,1
7105,,708,137,13102,633,1
7106,,1178,401,13104,984,1
7107,,920,415,13107,825,1
7108,,920,415,13108,825,1
7109,,522,,13111,464,1
7110,,789,32,13112,708,1
7111,,789,92,13113,708,1
7112,,789,95,13114,708,1
7113,,789,179,13115,708,1
7114,,1442,226,13116,1210,1
7115,,1606,75,13117,1358,1
7116,,568,104,13118,504,1
7117,,1431,72,13119,1199,1
7118,,1248,6,13120,1043,1
7119,,1248,6,13121,1043,1
7120,,432,36,13123,395,1
7121,,1054,,13125,953,1
7122,,1500,260,13126,1262,1
7123,,1500,262,13127,1262,1
7124,,656,216,13129,589,1
7125,,462,89,13130,419,1
7126,,1489,VI.26,13132,1253,1
7127,,584,EHP F12,13133,518,1
7128,,584,EHP M16,13134,518,1
7129,,355,60,13136,323,1
7130,,738,239,13137,662,1
7131,,743,896,13138,667,1
7132,,737,88,13139,661,1
7133,,1407,134,13142,1175,1
7134,,784,s.v. aparenti,13143,703,1
7135,,1407,312,13144,1175,1
7136,,57,,13145,53,1
7137,,1456,,13146,1224,1
7138,,593,178,13148,527,1
7139,,593,178,13149,527,1
7140,,221,210,13152,203,1
7141,,453,"25 June 2009, p.3",13156,413,1
7142,,453,"25 June 2009, p.3",13157,413,1
7143,,453,"14 July 2009, p.4",13158,413,1
7144,,1359,287,13159,1140,1
7145,,1359,287,13160,1140,1
7146,,371,59,13161,336,1
7147,,473,"vol. 6, p. 61",13162,430,1
7148,,1048,320,13165,949,1
7149,,1049,21,13166,950,1
7150,,1048,321,13167,949,1
7151,,1048,320,13168,949,1
7152,,1049,77,13169,950,1
7153,,229,59,13170,211,1
7154,,110,77,13171,98,1
7155,,229,43,13172,211,1
7156,,236,344,13173,218,1
7157,,423,189,13175,388,1
7158,,1320,151,13178,1106,1
7159,,1320,151,13179,1106,1
7160,,857,377,13184,771,1
7161,,857,376,13185,771,1
7162,,874,165,13187,785,1
7163,,1045,246,13188,946,1
7164,,60,257,13189,56,1
7165,,1045,248,13190,946,1
7166,,1195,237,13191,1001,1
7167,,708,132,13193,633,1
7168,,708,406,13194,633,1
7169,,522,,13196,464,1
7170,,1442,222,13197,1210,1
7171,,1355,40,13198,1136,1
7172,,313,,13199,285,1
7173,,1357,125,13200,1138,1
7174,,1606,77,13201,1358,1
7175,,1606,119,13202,1358,1
7176,,1585,49,13203,1337,1
7177,,354,202,13204,322,1
7178,,284,,13206,256,1
7179,,661,255,13207,594,1
7180,,1248,12,13209,1043,1
7181,,1248,12,13210,1043,1
7182,,1248,12,13211,1043,1
7183,,1248,12,13212,1043,1
7184,,1248,12,13213,1043,1
7185,,445,CD,13215,408,1
7186,,1054,,13218,953,1
7187,,1054,,13219,953,1
7188,,1054,,13220,953,1
7189,,1054,,13221,953,1
7190,,1500,260,13227,1262,1
7191,,1500,264,13228,1262,1
7192,,656,216,13231,589,1
7193,,462,90-91,13233,419,1
7194,,462,90-91,13234,419,1
7195,,462,90-91,13235,419,1
7196,,352,142,13236,320,1
7197,,352,142,13237,320,1
7198,,97,,13238,89,1
7199,,97,,13239,89,1
7200,,97,,13240,89,1
7201,,1489,IV.55,13241,1253,1
7202,,1489,IV.55,13242,1253,1
7203,,584,,13245,518,1
7204,,942,,13247,846,1
7205,,1545,177,13251,1298,1
7206,,355,61,13252,323,1
7207,,738,249,13253,662,1
7208,,738,249,13254,662,1
7209,,784,s.v. leba,13257,703,1
7210,,784,s.v. loba,13258,703,1
7211,,784,s.v. náda,13259,703,1
7212,,57,,13260,53,1
7213,,1456,,13261,1224,1
7214,,1456,,13262,1224,1
7215,,593,194,13267,527,1
7216,,593,248,13268,527,1
7217,,901,131,13269,807,1
7218,,905,139,13270,811,1
7219,,905,139,13271,811,1
7220,,221,172,13274,203,1
7221,,1416,5215,13276,1184,1
7222,,1416,5193,13277,1184,1
7223,,122,55,13278,110,1
7224,,122,55,13279,110,1
7225,,122,55,13281,110,1
7226,,426,116,13284,391,1
7227,,869,47,13287,780,1
7228,,1359,287,13288,1140,1
7229,,1359,287,13289,1140,1
7230,,362,67,13290,330,1
7231,,362,67,13291,330,1
7232,,362,67,13292,330,1
7233,,362,67,13293,330,1
7234,,1048,329,13298,949,1
7235,,1048,328,13299,949,1
7236,,229,54,13300,211,1
7237,,760,,13302,683,1
7238,,423,194,13304,388,1
7239,,1320,150,13306,1106,1
7240,,874,243,13311,785,1
7241,,1195,269,13312,1001,1
7242,,708,414,13314,633,1
7243,,1178,626,13315,984,1
7244,,583,,13318,517,1
7245,,522,,13321,464,1
7246,,789,194,13322,708,1
7247,,789,84,13323,708,1
7248,,789,195,13324,708,1
7249,,1357,57,13325,1138,1
7250,,1597,699,13326,1349,1
7251,,1585,48,13327,1337,1
7252,,1606,97,13328,1358,1
7253,,1605,422,13329,1357,1
7254,,661,13,13330,594,1
7255,,1281,"148, line 357",13331,1072,1
7256,,1431,69,13332,1199,1
7257,,1244,101,13333,1039,1
7258,,439,237,13336,402,1
7259,,439,237,13337,402,1
7260,,439,237,13338,402,1
7261,,1054,,13340,953,1
7262,,1500,264,13344,1262,1
7263,,330,106,13345,302,1
7264,,576,69,13347,510,1
7265,,656,177,13350,589,1
7266,,462,9,13351,419,1
7267,,462,9,13352,419,1
7268,,97,,13353,89,1
7269,,97,,13354,89,1
7270,,1634,118,13355,1368,1
7271,,1489,VI.44,13356,1253,1
7272,,820,47,13357,738,1
7273,,820,40,13358,738,1
7274,,1568,68,13359,1320,1
7275,,584,EHP F10,13360,518,1
7276,,584,ESP M12,13361,518,1
7277,,584,Madang F14,13362,518,1
7278,,584,EHP F15,13363,518,1
7279,,942,,13365,846,1
7280,,1545,176,13369,1298,1
7281,,355,21,13370,323,1
7282,,737,34,13371,661,1
7283,,1407,49,13374,1175,1
7284,,784,s.v. aian,13375,703,1
7285,,839,,13376,755,1
7286,,1456,,13377,1224,1
7287,,901,21,13386,807,1
7288,,905,148,13387,811,1
7289,,905,,13388,811,1
7290,,221,253,13390,203,1
7291,,122,187,13393,110,1
7292,,122,187,13394,110,1
7293,,122,187,13395,110,1
7294,,122,187,13396,110,1
7295,,122,187,13397,110,1
7296,,906,95,13398,812,1
7297,,906,95,13399,812,1
7298,,426,12,13402,391,1
7299,,755,,13405,678,1
7300,,353,169,13406,321,1
7301,,371,42,13407,336,1
7302,,481,42,13408,436,1
7303,,481,42,13409,436,1
7304,,481,42,13410,436,1
7305,,851,34,13413,765,1
7306,,1211,,13416,1010,1
7307,,1048,333,13417,949,1
7308,,722,329,13418,646,1
7309,,722,329,13419,646,1
7310,,1048,333,13420,949,1
7311,,110,85,13421,98,1
7312,,76,116,13422,71,1
7313,,760,,13424,683,1
7314,,760,,13425,683,1
7315,,158,96,13426,144,1
7316,,423,195,13428,388,1
7317,,423,195,13430,388,1
7318,,1326,,13434,1111,1
7319,,857,383,13440,771,1
7320,,857,379,13441,771,1
7321,,874,197,13442,785,1
7322,,671,167,13443,600,1
7323,,671,167,13444,600,1
7324,,1195,263,13445,1001,1
7325,,1195,226,13446,1001,1
7326,,708,138,13447,633,1
7327,,708,"137, 138",13448,633,1
7328,,708,138,13449,633,1
7329,,1528,260,13450,1286,1
7330,,1528,261,13451,1286,1
7331,,920,399,13458,825,1
7332,,920,443,13459,825,1
7333,,583,,13460,517,1
7334,,1641,41,13465,1374,1
7335,,522,,13466,464,1
7336,,789,211,13467,708,1
7337,,789,159,13468,708,1
7338,,789,162,13469,708,1
7339,,789,202,13470,708,1
7340,,1442,226,13471,1210,1
7341,,1357,19,13472,1138,1
7342,,1527,29,13473,1285,1
7343,,1585,47,13474,1337,1
7344,,1604,277,13475,1356,1
7345,,1609,27,13476,1361,1
7346,,661,315,13477,594,1
7347,,1281,"147, line 351",13478,1072,1
7348,,1431,77,13479,1199,1
7349,,1431,77,13480,1199,1
7350,,1244,264,13481,1039,1
7351,,1244,228,13482,1039,1
7352,,439,237,13484,402,1
7353,,439,234,13485,402,1
7354,,432,42,13486,395,1
7355,,113,133,13487,101,1
7356,,113,133,13488,101,1
7357,,1054,,13489,953,1
7358,,634,111,13490,568,1
7359,,357,315,13492,325,1
7360,,1005,368,13493,908,1
7361,,518,,13494,460,1
7362,,656,196,13495,589,1
7363,,656,242,13496,589,1
7364,,352,142,13502,320,1
7365,,1489,IV.33,13504,1253,1
7366,,584,,13506,518,1
7367,,40,,13509,38,1
7368,,41,,13510,39,1
7369,,355,53,13511,323,1
7370,,737,425,13512,661,1
7371,,737,425,13513,661,1
7372,,737,426,13514,661,1
7373,,108,,13517,97,1
7374,,106,151,13518,95,1
7375,,839,,13520,755,1
7376,,1456,,13521,1224,1
7377,,1456,,13522,1224,1
7378,,1456,,13523,1224,1
7379,,1456,,13524,1224,1
7380,,901,135,13531,807,1
7381,,901,135,13532,807,1
7382,,905,143,13533,811,1
7383,,221,214,13537,203,1
7384,,1416,5295,13539,1184,1
7385,,122,210,13540,110,1
7386,,906,94,13541,812,1
7387,,1024,109,13545,927,1
7388,,1024,135,13546,927,1
7389,,1024,136,13547,927,1
7390,,1022,43,13548,925,1
7391,,483,159,13552,438,1
7392,,483,159,13553,438,1
7393,,1048,339,13559,949,1
7394,,722,226,13560,646,1
7395,,722,229,13561,646,1
7396,,110,55,13562,98,1
7397,,229,44,13563,211,1
7398,,760,,13566,683,1
7399,,854,220,13567,768,1
7400,,955,183,13568,859,1
7401,,1326,,13576,1111,1
7402,,1326,,13577,1111,1
7403,,1326,,13578,1111,1
7404,,1320,107,13580,1106,1
7405,,1574,257,13586,1326,1
7406,,1574,258,13587,1326,1
7407,,874,112,13588,785,1
7408,,708,341,13591,633,1
7409,,1178,631,13592,984,1
7410,,583,,13595,517,1
7411,,789,62,13597,708,1
7412,,1357,84,13598,1138,1
7413,,1606,98,13599,1358,1
7414,,1585,47,13601,1337,1
7415,,1539,20,13602,1293,1
7416,,661,322,13603,594,1
7417,,1431,77,13605,1199,1
7418,,1431,77,13606,1199,1
7419,,1188,138,13609,994,1
7420,,429,,13611,393,1
7421,,518,70,13616,460,1
7422,,656,187,13617,589,1
7423,,462,120,13618,419,1
7424,,97,,13619,89,1
7425,,1634,298,13620,1368,1
7426,,355,63,13623,323,1
7427,,737,438,13624,661,1
7428,,750,40,13625,674,1
7429,,905,144,13636,811,1
7430,,1416,5257,13638,1184,1
7431,,1022,49,13642,925,1
7432,,1022,49,13643,925,1
7433,,732,212,13644,656,1
7434,,371,42,13645,336,1
7435,,371,42,13646,336,1
7436,,371,42,13647,336,1
7437,,848,95,13649,762,1
7438,,848,95,13650,762,1
7439,,853,,13651,767,1
7440,,1320,134,13654,1106,1
7441,,1320,134,13655,1106,1
7442,,1273,,13656,1064,1
7443,,708,174,13657,633,1
7444,,1527,50,13658,1285,1
7445,,1585,66,13659,1337,1
7446,,354,220,13663,322,1
7447,,429,,13673,393,1
7448,,432,42,13674,395,1
7449,,1054,,13680,953,1
7450,,1054,,13681,953,1
7451,,357,30,13685,325,1
7452,,357,111,13686,325,1
7453,,357,15,13687,325,1
7454,,656,249,13691,589,1
7455,,462,59-62,13693,419,1
7456,,97,,13695,89,1
7457,,97,,13696,89,1
7458,,1634,41,13698,1368,1
7459,,255,190,13699,230,1
