pk,jsondata,value_pk,sentence_pk,description,version
481,,1123,16288,,1
482,,1126,16289,,1
483,,1128,16290,,1
484,,1129,16291,,1
485,,1130,16292,,1
486,,1134,16293,,1
487,,1141,16294,,1
488,,1144,16295,,1
489,,1147,16296,,1
490,,1151,16297,,1
491,,1152,16298,,1
492,,1153,16299,,1
493,,1163,16300,,1
494,,1165,16301,,1
495,,1168,16302,,1
496,,1169,16303,,1
497,,1170,16304,,1
498,,1173,16305,,1
499,,1174,16306,,1
500,,1176,16307,,1
501,,1178,16308,,1
502,,1180,16309,,1
503,,1185,16310,,1
504,,1186,16311,,1
505,,1187,16312,,1
506,,1189,16313,,1
507,,1195,16314,,1
508,,1196,16315,,1
509,,1197,16316,,1
510,,1201,16317,,1
511,,1202,16318,,1
512,,1204,16319,,1
513,,1205,16320,,1
514,,1206,16321,,1
515,,1209,16322,,1
516,,1211,16323,,1
517,,1212,16324,,1
518,,1213,16325,,1
519,,1215,16326,,1
520,,1216,16327,,1
521,,1218,16328,,1
522,,1219,16329,,1
523,,1221,16330,,1
524,,1222,16331,,1
525,,1223,16332,,1
526,,1224,16333,,1
527,,1226,16334,,1
528,,1227,16335,,1
529,,1228,16336,,1
530,,1229,16337,,1
531,,1230,16338,,1
532,,1234,16339,,1
533,,1235,16340,,1
534,,1237,16341,,1
535,,1238,16342,,1
536,,1239,16343,,1
537,,1240,16344,,1
538,,1241,16345,,1
539,,1242,16346,,1
540,,1244,16347,,1
541,,1245,16348,,1
542,,1246,16349,,1
543,,1255,16350,,1
544,,1256,16351,,1
545,,1258,16352,,1
546,,1259,16353,,1
547,,1261,16354,,1
548,,1262,16355,,1
549,,1263,16356,,1
550,,1264,16357,,1
551,,1266,16358,,1
552,,1267,16359,,1
553,,1269,16360,,1
554,,1273,16361,,1
555,,1278,16362,,1
556,,1280,16363,,1
557,,1282,16364,,1
558,,1288,16365,,1
559,,1290,16366,,1
560,,1292,16367,,1
561,,1293,16368,,1
562,,1294,16369,,1
563,,1296,16370,,1
564,,1297,16371,,1
565,,1301,16372,,1
566,,1302,16373,,1
567,,1304,16374,,1
568,,1305,16375,,1
569,,1306,16376,,1
570,,1308,16377,,1
571,,1309,16378,,1
572,,1310,16379,,1
573,,1311,16380,,1
574,,1312,16381,,1
575,,1314,16382,,1
576,,1315,16383,,1
577,,1316,16384,,1
578,,1320,16385,,1
579,,1322,16386,,1
580,,1327,16387,,1
581,,1330,16388,,1
582,,1333,16389,,1
583,,1335,16390,,1
584,,1337,16391,,1
585,,1359,16392,,1
586,,1360,16393,,1
587,,1361,16394,,1
588,,1362,16395,,1
589,,1363,16396,,1
590,,1364,16397,,1
591,,1365,16398,,1
592,,1366,16399,,1
593,,1367,16400,,1
594,,1368,16401,,1
595,,1369,16402,,1
596,,1370,16403,,1
597,,1371,16404,,1
598,,1372,16405,,1
599,,1373,16406,,1
600,,1374,16407,,1
601,,1375,16408,,1
602,,1376,16409,,1
603,,1377,16410,,1
604,,1378,16411,,1
605,,1379,16412,,1
606,,1380,16413,,1
607,,1381,16414,,1
608,,1382,16415,,1
609,,1383,16416,,1
610,,1384,16417,,1
611,,1385,16418,,1
612,,1386,16419,,1
613,,1387,16420,,1
614,,1388,16421,,1
615,,1389,16422,,1
616,,1390,16423,,1
617,,1391,16424,,1
618,,1392,16425,,1
619,,1393,16426,,1
620,,1394,16427,,1
621,,1396,16428,,1
622,,1398,16429,,1
623,,1400,16430,,1
624,,1407,16431,,1
625,,1413,16432,,1
626,,1415,16433,,1
627,,1421,16434,,1
628,,1422,16435,,1
629,,1424,16436,,1
630,,1425,16437,,1
631,,1426,16438,,1
632,,1432,16439,,1
633,,1433,16440,,1
634,,1435,16441,,1
635,,1436,16442,,1
636,,1437,16443,,1
637,,1439,16444,,1
638,,1441,16445,,1
639,,1442,16446,,1
640,,1443,16447,,1
641,,1444,16448,,1
642,,1447,16449,,1
643,,1448,16450,,1
644,,1449,16451,,1
645,,1450,16452,,1
646,,1454,16453,,1
647,,1455,16454,,1
648,,1457,16455,,1
649,,1458,16456,,1
650,,1460,16457,,1
651,,1461,16458,,1
652,,1462,16459,,1
653,,1465,16460,,1
654,,1466,16461,,1
655,,1475,16462,,1
656,,1486,16463,,1
657,,1487,16464,,1
658,,1489,16465,,1
659,,1491,16466,,1
660,,1493,16467,,1
661,,1500,16468,,1
662,,1502,16469,,1
663,,1507,16470,,1
664,,1514,16471,,1
665,,1515,16472,,1
666,,1517,16473,,1
667,,1518,16474,,1
668,,1519,16475,,1
669,,1520,16476,,1
670,,1525,16477,,1
671,,1526,16478,,1
672,,1528,16479,,1
673,,1529,16480,,1
674,,1532,16481,,1
675,,1534,16482,,1
676,,1535,16483,,1
677,,1536,16484,,1
678,,1538,16485,,1
679,,1540,16486,,1
680,,1542,16487,,1
681,,1543,16488,,1
682,,1546,16489,,1
683,,1547,16490,,1
684,,1548,16491,,1
685,,1550,16492,,1
686,,1553,16493,,1
687,,1555,16494,,1
688,,1563,16495,,1
689,,1568,16496,,1
690,,1569,16497,,1
691,,1570,16498,,1
692,,1572,16499,,1
693,,1575,16500,,1
694,,1577,16501,,1
695,,1578,16502,,1
696,,1579,16503,,1
697,,1580,16504,,1
698,,1581,16505,,1
699,,1582,16506,,1
700,,1583,16507,,1
701,,1584,16508,,1
702,,1586,16509,,1
703,,1588,16510,,1
704,,1590,16511,,1
705,,1595,16512,,1
706,,1597,16513,,1
707,,1599,16514,,1
708,,1604,16515,,1
709,,1607,16516,,1
710,,1611,16517,,1
711,,1612,16518,,1
712,,1614,16519,,1
713,,1615,16520,,1
714,,1616,16521,,1
715,,1617,16522,,1
716,,1621,16523,,1
717,,1622,16524,,1
718,,1623,16525,,1
719,,1625,16526,,1
720,,1626,16527,,1
721,,1627,16528,,1
722,,1628,16529,,1
723,,1629,16530,,1
724,,1631,16531,,1
725,,1632,16532,,1
726,,1633,16533,,1
727,,1634,16534,,1
728,,1637,16535,,1
729,,1639,16536,,1
730,,1640,16537,,1
731,,1643,16538,,1
732,,1644,16539,,1
733,,1645,16540,,1
734,,1647,16541,,1
735,,1648,16542,,1
736,,1650,16543,,1
737,,1652,16544,,1
738,,1654,16545,,1
739,,1655,16546,,1
740,,1656,16547,,1
741,,1660,16548,,1
742,,1665,16549,,1
743,,1676,16550,,1
744,,1677,16551,,1
745,,1681,16552,,1
746,,1690,16553,,1
747,,1696,16554,,1
748,,1698,16555,,1
749,,1700,16556,,1
750,,1704,16557,,1
751,,1705,16558,,1
752,,1707,16559,,1
753,,1708,16560,,1
754,,1709,16561,,1
755,,1710,16562,,1
756,,1715,16563,,1
757,,1716,16564,,1
758,,1718,16565,,1
759,,1720,16566,,1
760,,1722,16567,,1
761,,1724,16568,,1
762,,1725,16569,,1
763,,1726,16570,,1
764,,1727,16571,,1
765,,1730,16572,,1
766,,1731,16573,,1
767,,1732,16574,,1
768,,1737,16575,,1
769,,1738,16576,,1
770,,1740,16577,,1
771,,1741,16578,,1
772,,1743,16579,,1
773,,1744,16580,,1
774,,1745,16581,,1
775,,1747,16582,,1
776,,1749,16583,,1
777,,1769,16584,,1
778,,1770,16585,,1
779,,1771,16586,,1
780,,1772,16587,,1
781,,1774,16588,,1
782,,1776,16589,,1
783,,1778,16590,,1
784,,1785,16591,,1
785,,1792,16592,,1
786,,1793,16593,,1
787,,1795,16594,,1
788,,1799,16595,,1
789,,1801,16596,,1
790,,1802,16597,,1
791,,1806,16598,,1
792,,1808,16599,,1
793,,1809,16600,,1
794,,1810,16601,,1
795,,1812,16602,,1
796,,1813,16603,,1
797,,1816,16604,,1
798,,1818,16605,,1
799,,1819,16606,,1
800,,1820,16607,,1
801,,1824,16608,,1
802,,1827,16609,,1
803,,1831,16610,,1
804,,1832,16611,,1
805,,1834,16612,,1
806,,1837,16613,,1
807,,1838,16614,,1
808,,1847,16615,,1
809,,1853,16616,,1
810,,1856,16617,,1
811,,1858,16618,,1
812,,1859,16619,,1
813,,1861,16620,,1
814,,1863,16621,,1
815,,1864,16622,,1
816,,1866,16623,,1
817,,1868,16624,,1
818,,1870,16625,,1
819,,1877,16626,,1
820,,1879,16627,,1
821,,1885,16628,,1
822,,1887,16629,,1
823,,1894,16630,,1
824,,1901,16631,,1
825,,1902,16632,,1
826,,1903,16633,,1
827,,1905,16634,,1
828,,1906,16635,,1
829,,1907,16636,,1
830,,1909,16637,,1
831,,1911,16638,,1
832,,1912,16639,,1
833,,1913,16640,,1
834,,1917,16641,,1
835,,1923,16642,,1
836,,1924,16643,,1
837,,1927,16644,,1
838,,1930,16645,,1
839,,1956,16646,,1
840,,1957,16647,,1
841,,1959,16648,,1
842,,1961,16649,,1
843,,1963,16650,,1
844,,1970,16651,,1
845,,1972,16652,,1
846,,1978,16653,,1
847,,1980,16654,,1
848,,1987,16655,,1
849,,1994,16656,,1
850,,1995,16657,,1
851,,1996,16658,,1
852,,1998,16659,,1
853,,1999,16660,,1
854,,2000,16661,,1
855,,2002,16662,,1
856,,2004,16663,,1
857,,2005,16664,,1
858,,2006,16665,,1
859,,2010,16666,,1
860,,2017,16667,,1
861,,2020,16668,,1
862,,2023,16669,,1
863,,2045,16670,,1
864,,2049,16671,,1
865,,2050,16672,,1
866,,2051,16673,,1
867,,2052,16674,,1
868,,2053,16675,,1
869,,2054,16676,,1
870,,2055,16677,,1
871,,2056,16678,,1
872,,2057,16679,,1
873,,2058,16680,,1
874,,2059,16681,,1
875,,2060,16682,,1
876,,2061,16683,,1
877,,2062,16684,,1
878,,2063,16685,,1
879,,2064,16686,,1
880,,2065,16687,,1
881,,2066,16688,,1
882,,2067,16689,,1
883,,2069,16690,,1
884,,2070,16691,,1
885,,2072,16692,,1
886,,2074,16693,,1
887,,2076,16694,,1
888,,2083,16695,,1
889,,2085,16696,,1
890,,2091,16697,,1
891,,2093,16698,,1
892,,2097,16699,,1
893,,2098,16700,,1
894,,2100,16701,,1
895,,2101,16702,,1
896,,2102,16703,,1
897,,2103,16704,,1
898,,2107,16705,,1
899,,2108,16706,,1
900,,2109,16707,,1
901,,2111,16708,,1
902,,2112,16709,,1
903,,2113,16710,,1
904,,2115,16711,,1
905,,2117,16712,,1
906,,2118,16713,,1
907,,2119,16714,,1
908,,2122,16715,,1
909,,2123,16716,,1
910,,2124,16717,,1
911,,2125,16718,,1
912,,2130,16719,,1
913,,2131,16720,,1
914,,2133,16721,,1
915,,2136,16722,,1
916,,2152,16723,,1
917,,2154,16724,,1
918,,2157,16725,,1
919,,2158,16726,,1
920,,2159,16727,,1
921,,2162,16728,,1
922,,2163,16729,,1
923,,2164,16730,,1
924,,2165,16731,,1
925,,2166,16732,,1
926,,2167,16733,,1
927,,2168,16734,,1
928,,2169,16735,,1
929,,2170,16736,,1
930,,2171,16737,,1
931,,2172,16738,,1
932,,2173,16739,,1
933,,2174,16740,,1
934,,2175,16741,,1
935,,2176,16742,,1
936,,2177,16743,,1
937,,2178,16744,,1
938,,2179,16745,,1
939,,2180,16746,,1
940,,2181,16747,,1
941,,2182,16748,,1
942,,2183,16749,,1
943,,2221,16750,,1
944,,2223,16751,,1
945,,2254,16752,,1
946,,2255,16753,,1
947,,2256,16754,,1
948,,2258,16755,,1
949,,2260,16756,,1
950,,2262,16757,,1
951,,2269,16758,,1
952,,2277,16759,,1
953,,2283,16760,,1
954,,2284,16761,,1
955,,2286,16762,,1
956,,2287,16763,,1
957,,2288,16764,,1
958,,2293,16765,,1
959,,2294,16766,,1
960,,2295,16767,,1
961,,2298,16768,,1
962,,2299,16769,,1
963,,2300,16770,,1
964,,2301,16771,,1
965,,2303,16772,,1
966,,2304,16773,,1
967,,2305,16774,,1
968,,2308,16775,,1
969,,2309,16776,,1
970,,2311,16777,,1
971,,2314,16778,,1
972,,2319,16779,,1
973,,2321,16780,,1
974,,2322,16781,,1
975,,2325,16782,,1
976,,2348,16783,,1
977,,2349,16784,,1
978,,2351,16785,,1
979,,2353,16786,,1
980,,2355,16787,,1
981,,2358,16788,,1
982,,2359,16789,,1
983,,2362,16790,,1
984,,2376,16791,,1
985,,2377,16792,,1
986,,2379,16793,,1
987,,2380,16794,,1
988,,2381,16795,,1
989,,2382,16796,,1
990,,2387,16797,,1
991,,2388,16798,,1
992,,2390,16799,,1
993,,2391,16800,,1
994,,2392,16801,,1
995,,2394,16802,,1
996,,2396,16803,,1
997,,2397,16804,,1
998,,2398,16805,,1
999,,2399,16806,,1
1000,,2402,16807,,1
1001,,2403,16808,,1
1002,,2404,16809,,1
1003,,2405,16810,,1
1004,,2408,16811,,1
1005,,2409,16812,,1
1006,,2410,16813,,1
1007,,2412,16814,,1
1008,,2413,16815,,1
1009,,2415,16816,,1
1010,,2416,16817,,1
1011,,2417,16818,,1
1012,,2419,16819,,1
1013,,2430,16820,,1
1014,,2441,16821,,1
1015,,2442,16822,,1
1016,,2443,16823,,1
1017,,2444,16824,,1
1018,,2446,16825,,1
1019,,2447,16826,,1
1020,,2448,16827,,1
1021,,2449,16828,,1
1022,,2450,16829,,1
1023,,2451,16830,,1
1024,,2452,16831,,1
1025,,2454,16832,,1
1026,,2455,16833,,1
1027,,2456,16834,,1
1028,,2457,16835,,1
1029,,2458,16836,,1
1030,,2459,16837,,1
1031,,2460,16838,,1
1032,,2461,16839,,1
1033,,2462,16840,,1
1034,,2463,16841,,1
1035,,2464,16842,,1
1036,,2465,16843,,1
1037,,2466,16844,,1
1038,,2468,16845,,1
1039,,2469,16846,,1
1040,,2472,16847,,1
1041,,2473,16848,,1
1042,,2474,16849,,1
1043,,2475,16850,,1
1044,,2476,16851,,1
1045,,2477,16852,,1
1046,,2478,16853,,1
1047,,2479,16854,,1
1048,,2480,16855,,1
1049,,2481,16856,,1
1050,,2482,16857,,1
1051,,2483,16858,,1
1052,,2484,16859,,1
1053,,2485,16860,,1
1054,,2486,16861,,1
1055,,2491,16862,,1
1056,,2492,16863,,1
1057,,2493,16864,,1
1058,,2494,16865,,1
1059,,2496,16866,,1
1060,,2497,16867,,1
1061,,2499,16868,,1
1062,,2501,16869,,1
1063,,2502,16870,,1
1064,,2503,16871,,1
1065,,2504,16872,,1
1066,,2505,16873,,1
1067,,2506,16874,,1
1068,,2507,16875,,1
1069,,2509,16876,,1
1070,,2510,16877,,1
1071,,2511,16878,,1
1072,,2513,16879,,1
1073,,2514,16880,,1
1074,,2515,16881,,1
1075,,2516,16882,,1
1076,,2517,16883,,1
1077,,2518,16884,,1
1078,,2519,16885,,1
1079,,2520,16886,,1
1080,,2522,16887,,1
1081,,2570,16888,,1
1082,,2571,16889,,1
1083,,2573,16890,,1
1084,,2574,16891,,1
1085,,2577,16892,,1
1086,,2578,16893,,1
1087,,2581,16894,,1
1088,,2582,16895,,1
1089,,2584,16896,,1
1090,,2585,16897,,1
1091,,2588,16898,,1
1092,,2593,16899,,1
1093,,2594,16900,,1
1094,,2595,16901,,1
1095,,2596,16902,,1
1096,,2597,16903,,1
1097,,2604,16904,,1
1098,,2605,16905,,1
1099,,2606,16906,,1
1100,,2607,16907,,1
1101,,2609,16908,,1
1102,,2610,16909,,1
1103,,2617,16910,,1
1104,,2618,16911,,1
1105,,2620,16912,,1
1106,,2621,16913,,1
1107,,2622,16914,,1
1108,,2623,16915,,1
1109,,2625,16916,,1
1110,,2627,16917,,1
1111,,2628,16918,,1
1112,,2629,16919,,1
1113,,2630,16920,,1
1114,,2631,16921,,1
1115,,2653,16922,,1
1116,,2655,16923,,1
1117,,2656,16924,,1
1118,,2659,16925,,1
1119,,2661,16926,,1
1120,,2662,16927,,1
1121,,2663,16928,,1
1122,,2665,16929,,1
1123,,2667,16930,,1
1124,,2669,16931,,1
1125,,2670,16932,,1
1126,,2671,16933,,1
1127,,2676,16934,,1
1128,,2684,16935,,1
1129,,2686,16936,,1
1130,,2690,16937,,1
1131,,2693,16938,,1
1132,,2694,16939,,1
1133,,2695,16940,,1
1134,,2696,16941,,1
1135,,2701,16942,,1
1136,,2702,16943,,1
1137,,2705,16944,,1
1138,,2706,16945,,1
1139,,2707,16946,,1
1140,,2708,16947,,1
1141,,2710,16948,,1
1142,,2711,16949,,1
1143,,2712,16950,,1
1144,,2713,16951,,1
1145,,2716,16952,,1
1146,,2717,16953,,1
1147,,2718,16954,,1
1148,,2719,16955,,1
1149,,2722,16956,,1
1150,,2723,16957,,1
1151,,2724,16958,,1
1152,,2726,16959,,1
1153,,2727,16960,,1
1154,,2729,16961,,1
1155,,2730,16962,,1
1156,,2731,16963,,1
1157,,2744,16964,,1
1158,,2755,16965,,1
1159,,2756,16966,,1
1160,,2757,16967,,1
1161,,2758,16968,,1
1162,,2760,16969,,1
1163,,2761,16970,,1
1164,,2762,16971,,1
1165,,2763,16972,,1
1166,,2764,16973,,1
1167,,2765,16974,,1
1168,,2767,16975,,1
1169,,2768,16976,,1
1170,,2769,16977,,1
1171,,2770,16978,,1
1172,,2772,16979,,1
1173,,2773,16980,,1
1174,,2774,16981,,1
1175,,2775,16982,,1
1176,,2776,16983,,1
1177,,2777,16984,,1
1178,,2778,16985,,1
1179,,2779,16986,,1
1180,,2780,16987,,1
1181,,2781,16988,,1
