pk,jsondata,key,description,valueset_pk,source_pk,version
249,,445,5117-44,7926,408,1
250,,438,,7925,401,1
251,,438,,7929,401,1
252,,432,,7927,395,1
253,,432,36,7930,395,1
254,,432,47,7930,395,1
255,,445,538,7931,408,1
256,,432,,8032,395,1
257,,429,,8033,393,1
258,,434,,7940,397,1
259,,438,,8012,401,1
260,,473,"vol. 2, pp. 837-40",10766,430,1
261,,370,198,10767,335,1
262,,473,844,10769,430,1
263,,206,144 et suiv.,10755,189,1
264,,371,36,10810,336,1
265,,473,846,10775,430,1
266,,371,50 sq.,10750,336,1
267,,206,9-38,10800,189,1
268,,473,860,10825,430,1
269,,367,112,10828,334,1
270,,371,34,10839,336,1
271,,362,63-93,10840,330,1
272,,473,"vol. 6, p. 224",10841,430,1
273,,236,411,10754,218,1
274,,473,947,10749,430,1
275,,371,12,10755,336,1
276,,371,"52, 54",10757,336,1
277,,473,"vol. 2, p. 858-9",10777,430,1
278,,473,860,10826,430,1
279,,473,"vol. 6, p. 70",10827,430,1
280,,473,"vol. 6, p. 61",10839,430,1
281,,371,82,10841,336,1
282,,371,12,10743,336,1
283,,371,14,10747,336,1
284,,371,16,10748,336,1
285,,473,112-113,10850,430,1
286,,473,"vol. 1, p. 111, 129",10852,430,1
287,,1514,"173, 325",10853,1273,1
288,,1514,"161,42",10854,1273,1
289,,1514,359,10849,1273,1
290,,473,113,10851,430,1
291,,208,4-41,10856,191,1
292,,208,16,10857,191,1
293,,473,887,10768,430,1
294,,372,92,10770,337,1
295,,371,49,10808,336,1
296,,473,865,10781,430,1
297,,367,108,10782,334,1
298,,367,102,10789,334,1
299,,367,104-5,10785,334,1
300,,367,106,10786,334,1
301,,473,865,10783,430,1
302,,473,881-2,10794,430,1
303,,371,55,10807,336,1
304,,473,"vol. 1, p. 235-6",10824,430,1
305,,371,40-41,10788,336,1
306,,483,159,10842,438,1
307,,371,41 sq.,10843,336,1
308,,691,164,10768,618,1
309,,473,865,10785,430,1
310,,1505,327,10793,1265,1
311,,471,229,10751,428,1
312,,473,837,10762,430,1
313,,473,88f.,10765,430,1
314,,473,949,10844,430,1
315,,367,105,10790,334,1
316,,473,"vol. 6, p. 145",10803,430,1
317,,371,47,10818,336,1
318,,371,47,10819,336,1
319,,473,"vol. 1, p. 150",10804,430,1
320,,478,73,10806,433,1
321,,371,37,10805,336,1
322,,371,9,10838,336,1
323,,364,70sq.,10811,332,1
324,,367,104,10812,334,1
325,,367,104,10813,334,1
326,,367,104,10814,334,1
327,,367,115,10816,334,1
328,,371,46,10837,336,1
329,,482,152,10779,437,1
330,,483,152,10780,438,1
331,,371,15,10811,336,1
332,,367,11,10831,334,1
333,,371,55,10832,336,1
334,,473,"vol. 6, p. 121",10835,430,1
335,,367,123,10845,334,1
336,,466,50,10741,423,1
337,,371,22,10742,336,1
338,,371,14,10744,336,1
339,,371,15,10745,336,1
340,,367,105,10739,334,1
341,,367,110,10745,334,1
342,,479,123-124,10764,434,1
343,,473,"vol. 1, p. 846",10771,430,1
344,,1514,xxviii,10773,1273,1
345,,371,55,10830,336,1
346,,473,"vol. 6, p. 330",10855,430,1
347,,473,"vol. 3, p. 176",10846,430,1
348,,1320,,14329,1106,1
349,,1320,,14330,1106,1
350,,1320,,14331,1106,1
351,,1320,,14332,1106,1
352,,1320,,14333,1106,1
353,,1320,,14334,1106,1
354,,1320,69,14335,1106,1
355,,1320,,14336,1106,1
356,,1320,,14337,1106,1
357,,1320,,14338,1106,1
358,,1463,104,14339,1231,1
359,,1320,,14340,1106,1
360,,1320,,14341,1106,1
361,,1320,,14342,1106,1
362,,1320,,14343,1106,1
363,,1320,138,14344,1106,1
364,,1320,,14345,1106,1
365,,1320,,14346,1106,1
366,,1320,74,14347,1106,1
367,,1320,140,14348,1106,1
368,,1320,59,14349,1106,1
369,,1320,134,14350,1106,1
370,,1322,,14350,1108,1
371,,1320,,14351,1106,1
372,,1322,,14351,1108,1
373,,1320,134,14352,1106,1
374,,1320,134,14353,1106,1
375,,1463,148,14354,1231,1
376,,1320,,14355,1106,1
377,,1320,63,14356,1106,1
378,,172,226,14357,157,1
379,,1320,,14358,1106,1
380,,1320,69,14359,1106,1
381,,1320,,14360,1106,1
382,,1320,58,14361,1106,1
383,,1320,218,14362,1106,1
384,,1320,,14363,1106,1
385,,1320,,14364,1106,1
386,,1320,109ff,14365,1106,1
387,,1320,109ff,14366,1106,1
388,,1320,109ff,14367,1106,1
389,,1320,,14368,1106,1
390,,1320,,14369,1106,1
391,,1320,,14370,1106,1
392,,1320,,14371,1106,1
393,,1320,,14372,1106,1
394,,1324,,14372,1109,1
395,,1320,,14373,1106,1
396,,1320,,14374,1106,1
397,,1320,,14375,1106,1
398,,1324,,14375,1109,1
399,,1320,,14376,1106,1
400,,1324,,14376,1109,1
401,,1320,155,14377,1106,1
402,,1320,,14378,1106,1
403,,1320,,14379,1106,1
404,,1320,,14380,1106,1
405,,1320,206f,14381,1106,1
406,,1320,,14382,1106,1
407,,172,198,14383,157,1
408,,1463,107,14383,1231,1
409,,1320,,14384,1106,1
410,,1320,172ff,14385,1106,1
411,,1320,172ff,14386,1106,1
412,,1320,170ff,14387,1106,1
413,,1320,179,14388,1106,1
414,,1320,179ff,14389,1106,1
415,,1320,,14390,1106,1
416,,172,277,14391,157,1
417,,1320,140,14392,1106,1
418,,172,255,14393,157,1
419,,172,327,14394,157,1
420,,1463,145,14395,1231,1
421,,1463,122,14396,1231,1
422,,1320,96,14397,1106,1
423,,1320,95,14398,1106,1
424,,1320,95,14399,1106,1
425,,1320,87,14400,1106,1
426,,1320,155f,14401,1106,1
427,,1320,155f,14402,1106,1
428,,1320,155f,14403,1106,1
429,,1320,155f,14404,1106,1
430,,172,551,14405,157,1
431,,397,,14406,362,1
432,,1320,91f,14407,1106,1
433,,1320,91ff,14408,1106,1
434,,1320,91f,14409,1106,1
435,,172,291,14410,157,1
436,,172,130,14411,157,1
437,,1463,51,14412,1231,1
438,,1463,127,14413,1231,1
439,,1320,,14414,1106,1
440,,172,339A,14415,157,1
441,,172,339A,14416,157,1
442,,1320,138ff,14417,1106,1
443,,1320,,14419,1106,1
444,,1320,69ff,14420,1106,1
445,,1320,,14421,1106,1
446,,1320,"143, 206 212ff",14422,1106,1
447,,1320,,14423,1106,1
448,,1320,117ff,14424,1106,1
449,,1320,122ff,14425,1106,1
450,,1320,,14427,1106,1
451,,1320,148ff,14428,1106,1
452,,1320,,14429,1106,1
453,,1320,"52, 216ff",14430,1106,1
454,,1320,151ff,14431,1106,1
455,,1320,183,14432,1106,1
456,,1320,,14433,1106,1
457,,1320,,14434,1106,1
458,,1320,,14436,1106,1
459,,1320,,14437,1106,1
460,,1320,,14438,1106,1
461,,1320,,14439,1106,1
462,,172,466,14440,157,1
463,,1320,,14441,1106,1
464,,1463,49,14442,1231,1
465,,1320,,14443,1106,1
466,,1320,,14444,1106,1
467,,1320,,14448,1106,1
468,,1320,60,14357,1106,1
469,,814,,14361,732,1
470,,1330,,14390,1112,1
471,,1321,,14401,1107,1
472,,397,33,14430,362,1
473,,1330,,14447,1112,1
474,,634,73-4,7808,568,1
475,,634,"101, 130",7811,568,1
476,,634,87,7780,568,1
477,,634,154,7803,568,1
478,,634,,7804,568,1
479,,668,,10280,597,1
480,,715,137,10281,639,1
481,,715,165,10345,639,1
482,,403,,10264,368,1
483,,403,40,10346,368,1
484,,715,85,10306,639,1
485,,715,,10302,639,1
486,,403,37,10303,368,1
487,,403,49,10300,368,1
488,,715,22,10253,639,1
489,,715,177,10259,639,1
490,,715,,10285,639,1
491,,568,138,12807,504,1
492,,568,144-149,12808,504,1
493,,568,81,12810,504,1
494,,568,81,12812,504,1
495,,661,460,12812,594,1
496,,568,144,12815,504,1
497,,661,20,12815,594,1
498,,661,465,12817,594,1
499,,568,64,12818,504,1
500,,661,452,12818,594,1
501,,568,64,12819,504,1
502,,661,452,12819,594,1
503,,568,112,12822,504,1
504,,661,"536, 537,",12822,594,1
505,,662,,12822,595,1
506,,962,,12822,866,1
507,,568,"64, 67",12824,504,1
508,,661,"452,",12824,594,1
509,,568,65,12825,504,1
510,,568,67,12827,504,1
511,,568,69,12833,504,1
512,,568,72,12834,504,1
513,,568,70,12835,504,1
514,,568,135,12853,504,1
515,,661,374,12854,594,1
516,,568,81,12855,504,1
517,,661,455-456,12858,594,1
518,,568,108-109,12860,504,1
519,,568,151,12868,504,1
520,,661,274,12883,594,1
521,,568,82,12884,504,1
522,,661,283,12885,594,1
523,,661,477ff,12886,594,1
524,,568,139,12886,504,1
525,,568,104,12897,504,1
526,,661,251ff,12897,594,1
527,,661,253f,12898,594,1
528,,661,13,12899,594,1
529,,568,67,12801,504,1
530,,661,472,12801,594,1
531,,568,64-65,12805,504,1
532,,661,452,12805,594,1
533,,568,65,12806,504,1
534,,661,453,12806,594,1
535,,1390,,12907,1161,1
536,,1390,,12908,1161,1
537,,568,245,12908,504,1
538,,568,248,12909,504,1
539,,1390,,12910,1161,1
540,,568,"254, 255",12911,504,1
541,,1390,,12911,1161,1
542,,1390,,12912,1161,1
543,,960,,12913,864,1
544,,568,66,12913,504,1
545,,568,81,12809,504,1
546,,568,"64, 81",12821,504,1
547,,661,454-455,12826,594,1
548,,568,"67, 68",12828,504,1
549,,568,67,12829,504,1
550,,662,397,12830,595,1
551,,661,533,12831,594,1
552,,568,73,12836,504,1
553,,568,84,12839,504,1
554,,661,512ff,12840,594,1
555,,661,491ff,12841,594,1
556,,661,"497-501, 491",12843,594,1
557,,568,90--92,12843,504,1
558,,568,90--92,12844,504,1
559,,661,"497-501, 491",12844,594,1
560,,568,84ff,12845,504,1
561,,661,489ff,12845,594,1
562,,568,104,12846,504,1
563,,1596,81,12847,1348,1
564,,965,34,12851,869,1
565,,568,"104-5, 143",12852,504,1
566,,568,130,12865,504,1
567,,661,390--1,12865,594,1
568,,661,"390, 392",12866,594,1
569,,568,130,12867,504,1
570,,661,390-391,12881,594,1
571,,568,131-132,12882,504,1
572,,959,,12882,863,1
573,,661,315f,12900,594,1
574,,568,162f,12900,504,1
575,,661,322f,12901,594,1
576,,568,163,12901,504,1
577,,568,43,12914,504,1
578,,661,553-554,12914,594,1
579,,568,43,12915,504,1
580,,661,553,12915,594,1
581,,568,43ff,12916,504,1
582,,661,566ff,12916,594,1
583,,569,223-225,12842,505,1
584,,568,81,12811,504,1
585,,661,460,12811,594,1
586,,568,111,12837,504,1
587,,661,290,12838,594,1
588,,568,91,12848,504,1
589,,568,141,12862,504,1
590,,568,131,12863,504,1
591,,568,105-106,12869,504,1
592,,568,109-112,12870,504,1
593,,568,108,12871,504,1
594,,568,105ff,12872,504,1
595,,661,297,12873,594,1
596,,568,125-127,12875,504,1
597,,661,523-525,12875,594,1
598,,568,127,12877,504,1
599,,661,523-525,12880,594,1
600,,959,,12887,863,1
601,,568,131-132,12887,504,1
602,,568,157-158,12888,504,1
603,,661,90ff,12888,594,1
604,,661,95,12889,594,1
605,,661,101,12890,594,1
606,,568,157,12891,504,1
607,,568,157,12892,504,1
608,,661,513,12893,594,1
609,,568,98,12893,504,1
610,,661,513,12894,594,1
611,,568,157,12894,504,1
612,,661,1ff,12891,594,1
613,,568,103-104,12896,504,1
614,,568,166,12903,504,1
615,,568,71-73,12798,504,1
616,,568,135,12797,504,1
617,,568,73,12799,504,1
618,,568,70,12802,504,1
619,,661,533,12802,594,1
620,,568,157-158,12803,504,1
621,,661,77,12803,594,1
622,,568,167,12804,504,1
623,,568,252,12905,504,1
624,,568,253,12906,504,1
625,,1390,,12906,1161,1
626,,959,,12800,863,1
627,,661,173,12804,594,1
628,,661,458f,12813,594,1
629,,661,462,12814,594,1
630,,661,285,12837,594,1
631,,568,135-136,12856,504,1
632,,568,135-136,12857,504,1
633,,961,,12869,865,1
634,,568,108-109,12874,504,1
635,,568,125-126,12876,504,1
636,,568,127,12879,504,1
637,,462,"146, 161-165, 169-170, 228, 235, 239, 243-254",13062,419,1
638,,462,168-171,13058,419,1
639,,462,168-171,13059,419,1
640,,462,172-173,13064,419,1
641,,462,173-174,13065,419,1
642,,462,72-73,13067,419,1
643,,462,174-180,13050,419,1
644,,462,174-180,13053,419,1
645,,462,251-252,13057,419,1
646,,462,"116-117, 176-177, 182",13124,419,1
647,,462,74-86,13056,419,1
648,,462,74-86,13108,419,1
649,,462,"113-114, 174-180",13073,419,1
650,,462,"55-58, 179",13093,419,1
651,,462,"103, 144",13074,419,1
652,,462,101,13075,419,1
653,,462,"61-61, 72-73",13047,419,1
654,,462,11-20,13048,419,1
655,,462,"135-140, 179, 217-218",13094,419,1
656,,462,"179, 217",13095,419,1
657,,462,58-59,13096,419,1
658,,462,58-59,13097,419,1
659,,462,"54-55, 217-218",13098,419,1
660,,462,52-55,13100,419,1
661,,462,"102-108, 116, 176-183",13123,419,1
662,,462,"102-108, 116-117, 176-183",13125,419,1
663,,462,191-193,13126,419,1
664,,462,89-93,13137,419,1
665,,462,89-93,13138,419,1
666,,462,8-10,13139,419,1
667,,462,"11-21, 252",13055,419,1
668,,462,174,13052,419,1
669,,462,70-73,13041,419,1
670,,462,70-73,13045,419,1
671,,462,70-73,13046,419,1
672,,462,285-289,13148,419,1
673,,462,285-289,13149,419,1
674,,462,285-289,13150,419,1
675,,462,285-289,13151,419,1
676,,462,286,13152,419,1
677,,462,"69-72, 221-230, 242-243",13153,419,1
678,,462,263-265,13154,419,1
679,,462,"257-258, 263-265",13155,419,1
680,,462,270-275,13156,419,1
681,,462,221-225,13076,419,1
682,,462,168-171,13061,419,1
683,,462,"168-175, 196",13066,419,1
684,,462,"70-73, 95-97, 250-254",13068,419,1
685,,462,179,13049,419,1
686,,462,"99, 236",13070,419,1
687,,462,232,13071,419,1
688,,462,231-236,13072,419,1
689,,462,142-143,13106,419,1
690,,462,74-86,13107,419,1
691,,462,"73, 188-190, 195-200",13079,419,1
692,,462,"73, 188-189, 195-200",13080,419,1
693,,462,"73, 188-190, 195-200",13085,419,1
694,,462,"188-190, 195-200",13087,419,1
695,,462,202-205,13083,419,1
696,,462,202-205,13084,419,1
697,,462,"73, 188-190, 195-200",13081,419,1
698,,462,"73, 188-190, 195-200",13082,419,1
699,,462,"188-190, 195-200",13090,419,1
700,,462,208-216,13091,419,1
701,,462,24-26,13092,419,1
702,,462,"75-80, 142",13105,419,1
703,,462,"75-80, 141-150",13121,419,1
704,,462,"75-80, 141-150",13122,419,1
705,,462,"73, 89-93",13086,419,1
706,,462,"46-51, 115-124",13140,419,1
707,,462,120-123,13141,419,1
708,,462,70,13069,419,1
709,,462,73-75,13089,419,1
710,,462,179,13060,419,1
711,,462,171,13063,419,1
712,,462,174-180,13051,419,1
713,,462,174-180,13054,419,1
714,,462,27,13143,419,1
715,,462,59-62,13142,419,1
716,,462,"199-205, 221",13088,419,1
717,,462,52-55,13099,419,1
718,,462,191-192,13101,419,1
719,,462,151-153,13115,419,1
720,,462,"55, 152",13116,419,1
721,,462,"75-81, 151-153",13117,419,1
722,,462,75-81,13120,419,1
723,,462,"75-81, 156",13118,419,1
724,,462,"75-81, 156-157",13119,419,1
725,,462,"139-142, 191-192",13102,419,1
726,,462,"139-142, 191-192, 221-222",13104,419,1
727,,462,"139-142, 191-192, 221-222",13103,419,1
728,,462,136-140,13127,419,1
729,,462,89-93,13136,419,1
730,,462,46-51,13109,419,1
731,,462,221-226,13110,419,1
732,,462,46-52,13111,419,1
733,,462,46-52,13112,419,1
734,,462,"114-115, 144",13113,419,1
735,,462,52-53,13114,419,1
736,,462,108-111,13077,419,1
737,,462,108-111,13078,419,1
738,,462,"35-46, 97-98",13128,419,1
739,,462,"35-46, 97-98",13129,419,1
740,,462,"35-46, 75-80, 97-102",13130,419,1
741,,462,"24-46, 193-195, 208-216",13134,419,1
742,,462,208-216,13133,419,1
743,,462,"6-8, 28-46",13131,419,1
744,,462,28-34,13132,419,1
745,,462,71-73,13037,419,1
746,,462,"72-73, 114, 144",13038,419,1
747,,462,"69, 72-73, 221-230",13039,419,1
748,,462,221-230,13044,419,1
749,,462,"73-74, 141-164",13040,419,1
750,,462,"72-73, 231-233",13042,419,1
751,,462,"35-41, 72-73",13043,419,1
752,,462,285-289,13145,419,1
753,,462,285-289,13146,419,1
754,,1401,250,13865,1171,1
755,,236,1047-51,14115,218,1
756,,230,53,14111,212,1
757,,236,358,14112,218,1
758,,236,359,14117,218,1
759,,236,365,14118,218,1
760,,1440,59,14120,1208,1
761,,236,333-334,14106,218,1
762,,1440,76,14110,1208,1
763,,236,345,14177,218,1
764,,236,378-9,14161,218,1
765,,236,360,14126,218,1
766,,236,360,14128,218,1
767,,236,363-4,14101,218,1
768,,236,361,14148,218,1
769,,236,333-4,14151,218,1
770,,236,343,14153,218,1
771,,236,345,14176,218,1
772,,230,145-148,14179,212,1
773,,236,344,14190,218,1
774,,230,119-120,14192,212,1
775,,236,363,14108,218,1
776,,1440,69,14105,1208,1
777,,241,310,14128,223,1
778,,166,71-72,14176,151,1
779,,166,123-124,14111,151,1
780,,166,132,14190,151,1
781,,166,123-124,14112,151,1
782,,166,48-52,14148,151,1
783,,241,246-247,14115,223,1
784,,1440,77,14128,1208,1
785,,236,359,14094,218,1
786,,236,355-6,14098,218,1
787,,236,356-7,14099,218,1
788,,214,90N,14200,197,1
789,,214,90N,14201,197,1
790,,236,352,14205,218,1
791,,230,58-60,14094,212,1
792,,230,57,14098,212,1
793,,230,57,14099,212,1
794,,241,280-282,14094,223,1
795,,241,228-229,14201,223,1
796,,236,366,14129,218,1
797,,236,359-60,14121,218,1
798,,236,371-2,14159,218,1
799,,236,371-2,14160,218,1
800,,236,334-342,14132,218,1
801,,236,339-34286,14133,218,1
802,,236,339-342,14138,218,1
803,,236,340-1,14134,218,1
804,,236,371,14158,218,1
805,,1440,87,14139,1208,1
806,,230,36,14129,212,1
807,,1440,86,14133,1208,1
808,,236,333,14145,218,1
809,,230,82-83,14132,212,1
810,,230,58-59,14121,212,1
811,,1440,57,14113,1208,1
812,,236,359,14116,218,1
813,,236,333-4,14107,218,1
814,,230,84,14152,212,1
815,,1440,53,14162,1208,1
816,,236,343,14163,218,1
817,,236,343-344,14166,218,1
818,,236,343,14167,218,1
819,,236,367,14130,218,1
820,,236,367,14131,218,1
821,,236,364-365,14181,218,1
822,,1440,110,14183,1208,1
823,,236,379,14187,218,1
824,,236,340,14152,218,1
825,,1440,68,14107,1208,1
826,,230,99,14131,212,1
827,,214,31,14164,197,1
828,,166,"68-69, 131-132",14167,151,1
829,,230,165-169,14181,212,1
830,,236,364-365,14182,218,1
831,,230,164-169,14182,212,1
832,,236,379,14185,218,1
833,,230,150,14185,212,1
834,,241,279,14116,223,1
835,,236,369-70,14092,218,1
836,,236,367-8,14097,218,1
837,,236,364-5,14096,218,1
838,,230,165,14096,212,1
839,,241,319,14092,223,1
840,,1440,70,14121,1208,1
841,,776,,14474,695,1
842,,25,,14470,23,1
843,,25,,14471,23,1
844,,498,73-4,14476,453,1
845,,25,,14477,23,1
846,,25,,14479,23,1
847,,498,61-8,14465,453,1
848,,593,40-3; 220-7,14536,527,1
849,,593,Ch. 2,14468,527,1
850,,498,79-80,14520,453,1
851,,498,69; 81,14485,453,1
852,,498,69,14486,453,1
853,,498,69,14487,453,1
854,,593,Ch. 3,14459,527,1
855,,593,79-83,14508,527,1
856,,593,79-83,14509,527,1
857,,593,54-71,14510,527,1
858,,593,57-9,14512,527,1
859,,498,74,14535,453,1
860,,591,,14549,525,1
861,,593,247-255,14550,527,1
862,,25,,14476,23,1
863,,498,,14464,453,1
864,,593,,14464,527,1
865,,593,Ch. 2,14465,527,1
866,,593,Ch. 2,14520,527,1
867,,593,40-3,14535,527,1
868,,593,Ch. 4,14549,527,1
869,,498,81,14453,453,1
870,,25,,14457,23,1
871,,25,,14458,23,1
872,,25,,14453,23,1
873,,498,26-7,14566,453,1
874,,498,26,14567,453,1
875,,498,25,14568,453,1
876,,498,65-66,14473,453,1
877,,25,,14478,23,1
878,,498,73-4,14481,453,1
879,,498,74,14480,453,1
880,,498,62,14461,453,1
881,,776,170,14482,695,1
882,,592,,14519,526,1
883,,498,81-3,14491,453,1
884,,593,Ch. 3,14492,527,1
885,,593,Ch. 3,14497,527,1
886,,593,Ch. 3,14499,527,1
887,,498,82,14495,453,1
888,,498,82,14496,453,1
889,,593,Ch. 3,14493,527,1
890,,593,Ch. 3,14494,527,1
891,,589,,14517,523,1
892,,589,,14533,523,1
893,,589,,14534,523,1
894,,904,,14568,810,1
895,,593,Ch. 3,14495,527,1
896,,593,Ch. 3,14496,527,1
897,,23,,14533,21,1
898,,593,Ch. 2,14461,527,1
899,,593,Ch. 3,14491,527,1
900,,590,,14517,524,1
901,,588,,14517,522,1
902,,590,,14534,524,1
903,,588,,14534,522,1
904,,498,115-6,14466,453,1
905,,593,220-7,14554,527,1
906,,593,,14513,527,1
907,,592,,14527,526,1
908,,592,,14528,526,1
909,,592,,14529,526,1
910,,589,,14532,523,1
911,,589,,14530,523,1
912,,591,,14548,525,1
913,,498,88,14525,453,1
914,,589,104-6,14489,523,1
915,,589,104-6,14490,523,1
